bulan,provinsi,komoditas,harga,is_interpolated
2022-11,Jawa Tengah,Beras,11800.0,False
2022-12,Jawa Tengah,Beras,12150.0,False
2023-01,Jawa Tengah,Beras,12550.0,False
2023-02,Jawa Tengah,Beras,12900.0,False
2023-03,Jawa Tengah,Beras,13300.0,False
2023-04,Jawa Tengah,Beras,13150.0,False
2023-05,Jawa Tengah,Beras,13350.0,False
2023-06,Jawa Tengah,Beras,13200.0,False
2023-07,Jawa Tengah,Beras,13050.0,False
2023-08,Jawa Tengah,Beras,13050.0,False
2023-09,Jawa Tengah,Beras,13700.0,False
2023-10,Jawa Tengah,Beras,14050.0,False
2023-11,Jawa Tengah,Beras,14250.0,False
2023-12,Jawa Tengah,Beras,14450.0,False
2024-01,Jawa Tengah,Beras,14300.0,False
2024-02,Jawa Tengah,Beras,14900.0,False
2024-03,Jawa Tengah,Beras,16050.0,False
2024-04,Jawa Tengah,Beras,15650.0,False
2024-05,Jawa Tengah,Beras,15300.0,False
2024-06,Jawa Tengah,Beras,14900.0,False
2024-07,Jawa Tengah,Beras,15050.0,False
2024-08,Jawa Tengah,Beras,15050.0,False
2024-09,Jawa Tengah,Beras,15100.0,False
2024-10,Jawa Tengah,Beras,15100.0,False
2024-11,Jawa Tengah,Beras,15100.0,False
2024-12,Jawa Tengah,Beras,14950.0,False
2025-01,Jawa Tengah,Beras,15000.0,False
2025-02,Jawa Tengah,Beras,15000.0,False
2025-03,Jawa Tengah,Beras,15000.0,False
2025-04,Jawa Tengah,Beras,15150.0,False
2025-05,Jawa Tengah,Beras,15150.0,False
2025-06,Jawa Tengah,Beras,15250.0,False
2025-07,Jawa Tengah,Beras,15350.0,False
2025-08,Jawa Tengah,Beras,15400.0,False
2025-09,Jawa Tengah,Beras,15500.0,False
2025-10,Jawa Tengah,Beras,15500.0,False
2025-11,Jawa Tengah,Beras,15450.0,False
2025-12,Jawa Tengah,Beras,15500.0,False
2026-01,Jawa Tengah,Beras,15550.0,False
2026-02,Jawa Tengah,Beras,15500.0,False
2026-03,Jawa Tengah,Beras,15700.0,False
2026-04,Jawa Tengah,Beras,15700.0,False
2026-05,Jawa Tengah,Beras,15700.0,False
2026-06,Jawa Tengah,Beras,15800.0,False
2026-07,Jawa Tengah,Beras,15800.0,False
2020-02,Jawa Tengah,Cabai Besar,61400.0,False
2020-03,Jawa Tengah,Cabai Besar,44150.0,False
2020-04,Jawa Tengah,Cabai Besar,24200.0,False
2020-05,Jawa Tengah,Cabai Besar,21550.0,True
2020-06,Jawa Tengah,Cabai Besar,18900.0,True
2020-07,Jawa Tengah,Cabai Besar,16250.0,False
2020-08,Jawa Tengah,Cabai Besar,19000.0,False
2020-09,Jawa Tengah,Cabai Besar,15050.0,False
2020-10,Jawa Tengah,Cabai Besar,27700.0,False
2020-11,Jawa Tengah,Cabai Besar,33350.0,False
2020-12,Jawa Tengah,Cabai Besar,43100.0,False
2021-01,Jawa Tengah,Cabai Besar,41550.0,True
2021-02,Jawa Tengah,Cabai Besar,40000.0,False
2021-03,Jawa Tengah,Cabai Besar,42600.0,False
2021-04,Jawa Tengah,Cabai Besar,43650.0,False
2021-05,Jawa Tengah,Cabai Besar,34000.0,False
2021-06,Jawa Tengah,Cabai Besar,27950.0,True
2021-07,Jawa Tengah,Cabai Besar,21900.0,False
2021-08,Jawa Tengah,Cabai Besar,20450.0,False
2021-09,Jawa Tengah,Cabai Besar,15100.0,False
2021-10,Jawa Tengah,Cabai Besar,22150.0,False
2021-11,Jawa Tengah,Cabai Besar,26150.0,False
2021-12,Jawa Tengah,Cabai Besar,34550.0,False
2022-01,Jawa Tengah,Cabai Besar,29250.0,False
2022-02,Jawa Tengah,Cabai Besar,32600.0,True
2022-03,Jawa Tengah,Cabai Besar,35950.0,False
2022-04,Jawa Tengah,Cabai Besar,35950.0,False
2022-05,Jawa Tengah,Cabai Besar,47816.66666666666,True
2022-06,Jawa Tengah,Cabai Besar,59683.33333333333,True
2022-07,Jawa Tengah,Cabai Besar,71550.0,False
2022-08,Jawa Tengah,Cabai Besar,70950.0,False
2022-09,Jawa Tengah,Cabai Besar,56350.0,False
2022-10,Jawa Tengah,Cabai Besar,41900.0,False
2022-11,Jawa Tengah,Cabai Besar,33350.0,False
2022-12,Jawa Tengah,Cabai Besar,28350.0,False
2023-01,Jawa Tengah,Cabai Besar,34300.0,False
2023-02,Jawa Tengah,Cabai Besar,33000.0,False
2023-03,Jawa Tengah,Cabai Besar,32900.0,False
2023-04,Jawa Tengah,Cabai Besar,29650.0,False
2023-05,Jawa Tengah,Cabai Besar,27850.0,False
2023-06,Jawa Tengah,Cabai Besar,28850.0,False
2023-07,Jawa Tengah,Cabai Besar,34950.0,False
2023-08,Jawa Tengah,Cabai Besar,32000.0,False
2023-09,Jawa Tengah,Cabai Besar,39000.0,False
2023-10,Jawa Tengah,Cabai Besar,37500.0,False
2023-11,Jawa Tengah,Cabai Besar,47750.0,False
2023-12,Jawa Tengah,Cabai Besar,72750.0,False
2024-01,Jawa Tengah,Cabai Besar,56800.0,False
2024-02,Jawa Tengah,Cabai Besar,64400.0,False
2024-03,Jawa Tengah,Cabai Besar,76050.0,False
2024-04,Jawa Tengah,Cabai Besar,37700.0,False
2024-05,Jawa Tengah,Cabai Besar,51300.0,False
2024-06,Jawa Tengah,Cabai Besar,44550.0,False
2024-07,Jawa Tengah,Cabai Besar,38650.0,False
2024-08,Jawa Tengah,Cabai Besar,38650.0,False
2024-09,Jawa Tengah,Cabai Besar,28850.0,False
2024-10,Jawa Tengah,Cabai Besar,24050.0,False
2024-11,Jawa Tengah,Cabai Besar,25350.0,False
2024-12,Jawa Tengah,Cabai Besar,23500.0,False
2025-01,Jawa Tengah,Cabai Besar,54950.0,False
2025-02,Jawa Tengah,Cabai Besar,55950.0,False
2025-03,Jawa Tengah,Cabai Besar,59950.0,False
2025-04,Jawa Tengah,Cabai Besar,57150.0,False
2025-05,Jawa Tengah,Cabai Besar,39250.0,False
2025-06,Jawa Tengah,Cabai Besar,35750.0,False
2025-07,Jawa Tengah,Cabai Besar,37100.0,False
2025-08,Jawa Tengah,Cabai Besar,34300.0,False
2025-09,Jawa Tengah,Cabai Besar,33800.0,False
2025-10,Jawa Tengah,Cabai Besar,47400.0,False
2025-11,Jawa Tengah,Cabai Besar,49800.0,False
2025-12,Jawa Tengah,Cabai Besar,56900.0,False
2026-01,Jawa Tengah,Cabai Besar,35850.0,False
2026-02,Jawa Tengah,Cabai Besar,32200.0,False
2026-03,Jawa Tengah,Cabai Besar,35250.0,False
2026-04,Jawa Tengah,Cabai Besar,34750.0,False
2026-05,Jawa Tengah,Cabai Besar,41650.0,False
2026-06,Jawa Tengah,Cabai Besar,61500.0,False
2026-07,Jawa Tengah,Cabai Besar,34750.0,False
2020-02,Jawa Tengah,Cabai Rawit,76200.0,False
2020-03,Jawa Tengah,Cabai Rawit,31050.0,False
2020-04,Jawa Tengah,Cabai Rawit,45000.0,False
2020-05,Jawa Tengah,Cabai Rawit,36800.0,True
2020-06,Jawa Tengah,Cabai Rawit,28600.0,True
2020-07,Jawa Tengah,Cabai Rawit,20400.0,False
2020-08,Jawa Tengah,Cabai Rawit,21200.0,False
2020-09,Jawa Tengah,Cabai Rawit,15950.0,False
2020-10,Jawa Tengah,Cabai Rawit,21300.0,False
2020-11,Jawa Tengah,Cabai Rawit,22450.0,False
2020-12,Jawa Tengah,Cabai Rawit,44250.0,False
2021-01,Jawa Tengah,Cabai Rawit,58300.0,True
2021-02,Jawa Tengah,Cabai Rawit,72350.0,False
2021-03,Jawa Tengah,Cabai Rawit,94650.0,False
2021-04,Jawa Tengah,Cabai Rawit,69700.0,False
2021-05,Jawa Tengah,Cabai Rawit,53650.0,False
2021-06,Jawa Tengah,Cabai Rawit,50925.0,True
2021-07,Jawa Tengah,Cabai Rawit,48200.0,False
2021-08,Jawa Tengah,Cabai Rawit,36100.0,False
2021-09,Jawa Tengah,Cabai Rawit,16950.0,False
2021-10,Jawa Tengah,Cabai Rawit,21350.0,False
2021-11,Jawa Tengah,Cabai Rawit,21700.0,False
2021-12,Jawa Tengah,Cabai Rawit,39600.0,False
2022-01,Jawa Tengah,Cabai Rawit,68200.0,False
2022-02,Jawa Tengah,Cabai Rawit,60275.0,True
2022-03,Jawa Tengah,Cabai Rawit,52350.0,False
2022-04,Jawa Tengah,Cabai Rawit,38450.0,False
2022-05,Jawa Tengah,Cabai Rawit,55583.33333333333,True
2022-06,Jawa Tengah,Cabai Rawit,72716.66666666666,True
2022-07,Jawa Tengah,Cabai Rawit,89850.0,False
2022-08,Jawa Tengah,Cabai Rawit,58100.0,False
2022-09,Jawa Tengah,Cabai Rawit,47750.0,False
2022-10,Jawa Tengah,Cabai Rawit,53750.0,False
2022-11,Jawa Tengah,Cabai Rawit,33400.0,False
2022-12,Jawa Tengah,Cabai Rawit,37200.0,False
2023-01,Jawa Tengah,Cabai Rawit,64600.0,False
2023-02,Jawa Tengah,Cabai Rawit,51250.0,False
2023-03,Jawa Tengah,Cabai Rawit,55900.0,False
2023-04,Jawa Tengah,Cabai Rawit,42400.0,False
2023-05,Jawa Tengah,Cabai Rawit,26650.0,False
2023-06,Jawa Tengah,Cabai Rawit,39000.0,False
2023-07,Jawa Tengah,Cabai Rawit,28250.0,False
2023-08,Jawa Tengah,Cabai Rawit,35200.0,False
2023-09,Jawa Tengah,Cabai Rawit,28800.0,False
2023-10,Jawa Tengah,Cabai Rawit,34700.0,False
2023-11,Jawa Tengah,Cabai Rawit,71600.0,False
2023-12,Jawa Tengah,Cabai Rawit,87400.0,False
2024-01,Jawa Tengah,Cabai Rawit,75700.0,False
2024-02,Jawa Tengah,Cabai Rawit,39250.0,False
2024-03,Jawa Tengah,Cabai Rawit,61150.0,False
2024-04,Jawa Tengah,Cabai Rawit,34350.0,False
2024-05,Jawa Tengah,Cabai Rawit,31100.0,False
2024-06,Jawa Tengah,Cabai Rawit,32700.0,False
2024-07,Jawa Tengah,Cabai Rawit,36050.0,False
2024-08,Jawa Tengah,Cabai Rawit,71450.0,False
2024-09,Jawa Tengah,Cabai Rawit,31600.0,False
2024-10,Jawa Tengah,Cabai Rawit,37600.0,False
2024-11,Jawa Tengah,Cabai Rawit,35450.0,False
2024-12,Jawa Tengah,Cabai Rawit,25750.0,False
2025-01,Jawa Tengah,Cabai Rawit,67150.0,False
2025-02,Jawa Tengah,Cabai Rawit,63100.0,False
2025-03,Jawa Tengah,Cabai Rawit,101850.0,False
2025-04,Jawa Tengah,Cabai Rawit,93400.0,False
2025-05,Jawa Tengah,Cabai Rawit,42600.0,False
2025-06,Jawa Tengah,Cabai Rawit,35300.0,False
2025-07,Jawa Tengah,Cabai Rawit,62200.0,False
2025-08,Jawa Tengah,Cabai Rawit,35550.0,False
2025-09,Jawa Tengah,Cabai Rawit,27300.0,False
2025-10,Jawa Tengah,Cabai Rawit,33600.0,False
2025-11,Jawa Tengah,Cabai Rawit,26450.0,False
2025-12,Jawa Tengah,Cabai Rawit,62100.0,False
2026-01,Jawa Tengah,Cabai Rawit,47850.0,False
2026-02,Jawa Tengah,Cabai Rawit,65900.0,False
2026-03,Jawa Tengah,Cabai Rawit,84800.0,False
2026-04,Jawa Tengah,Cabai Rawit,76000.0,False
2026-05,Jawa Tengah,Cabai Rawit,50200.0,False
2026-06,Jawa Tengah,Cabai Rawit,78250.0,False
2026-07,Jawa Tengah,Cabai Rawit,40550.0,False
2020-02,Jawa Timur,Bawang Merah,30400.0,False
2020-03,Jawa Timur,Bawang Merah,26350.0,False
2020-04,Jawa Timur,Bawang Merah,35350.0,False
2020-05,Jawa Timur,Bawang Merah,43050.0,True
2020-06,Jawa Timur,Bawang Merah,50750.0,False
2020-07,Jawa Timur,Bawang Merah,34950.0,False
2020-08,Jawa Timur,Bawang Merah,24500.0,False
2020-09,Jawa Timur,Bawang Merah,23000.0,False
2020-10,Jawa Timur,Bawang Merah,24550.0,False
2020-11,Jawa Timur,Bawang Merah,31250.0,False
2020-12,Jawa Timur,Bawang Merah,32550.0,False
2021-01,Jawa Timur,Bawang Merah,28325.0,True
2021-02,Jawa Timur,Bawang Merah,24100.0,False
2021-03,Jawa Timur,Bawang Merah,30750.0,False
2021-04,Jawa Timur,Bawang Merah,29150.0,False
2021-05,Jawa Timur,Bawang Merah,26300.0,False
2021-06,Jawa Timur,Bawang Merah,27325.0,True
2021-07,Jawa Timur,Bawang Merah,28350.0,False
2021-08,Jawa Timur,Bawang Merah,32300.0,False
2021-09,Jawa Timur,Bawang Merah,22950.0,False
2021-10,Jawa Timur,Bawang Merah,22500.0,False
2021-11,Jawa Timur,Bawang Merah,23000.0,False
2021-12,Jawa Timur,Bawang Merah,20400.0,False
2022-01,Jawa Timur,Bawang Merah,24500.0,False
2022-02,Jawa Timur,Bawang Merah,26000.0,False
2022-03,Jawa Timur,Bawang Merah,32900.0,False
2022-04,Jawa Timur,Bawang Merah,29850.0,False
2022-05,Jawa Timur,Bawang Merah,38116.66666666666,True
2022-06,Jawa Timur,Bawang Merah,46383.33333333333,True
2022-07,Jawa Timur,Bawang Merah,54650.0,False
2022-08,Jawa Timur,Bawang Merah,36650.0,False
2022-09,Jawa Timur,Bawang Merah,26350.0,False
2022-10,Jawa Timur,Bawang Merah,29450.0,False
2022-11,Jawa Timur,Bawang Merah,35300.0,False
2022-12,Jawa Timur,Bawang Merah,31900.0,False
2023-01,Jawa Timur,Bawang Merah,34000.0,False
2023-02,Jawa Timur,Bawang Merah,39800.0,False
2023-03,Jawa Timur,Bawang Merah,32550.0,False
2023-04,Jawa Timur,Bawang Merah,32200.0,False
2023-05,Jawa Timur,Bawang Merah,39100.0,False
2023-06,Jawa Timur,Bawang Merah,36850.0,False
2023-07,Jawa Timur,Bawang Merah,36450.0,False
2023-08,Jawa Timur,Bawang Merah,23850.0,False
2023-09,Jawa Timur,Bawang Merah,21000.0,False
2023-10,Jawa Timur,Bawang Merah,19750.0,False
2023-11,Jawa Timur,Bawang Merah,19850.0,False
2023-12,Jawa Timur,Bawang Merah,27500.0,False
2024-01,Jawa Timur,Bawang Merah,33700.0,False
2024-02,Jawa Timur,Bawang Merah,30800.0,False
2024-03,Jawa Timur,Bawang Merah,29700.0,False
2024-04,Jawa Timur,Bawang Merah,32800.0,False
2024-05,Jawa Timur,Bawang Merah,56150.0,False
2024-06,Jawa Timur,Bawang Merah,44800.0,False
2024-07,Jawa Timur,Bawang Merah,31550.0,False
2024-08,Jawa Timur,Bawang Merah,22050.0,False
2024-09,Jawa Timur,Bawang Merah,22300.0,False
2024-10,Jawa Timur,Bawang Merah,24950.0,False
2024-11,Jawa Timur,Bawang Merah,30000.0,False
2024-12,Jawa Timur,Bawang Merah,39000.0,False
2025-01,Jawa Timur,Bawang Merah,38700.0,False
2025-02,Jawa Timur,Bawang Merah,32300.0,False
2025-03,Jawa Timur,Bawang Merah,36300.0,False
2025-04,Jawa Timur,Bawang Merah,46800.0,False
2025-05,Jawa Timur,Bawang Merah,41150.0,False
2025-06,Jawa Timur,Bawang Merah,36500.0,False
2025-07,Jawa Timur,Bawang Merah,40700.0,False
2025-08,Jawa Timur,Bawang Merah,53200.0,False
2025-09,Jawa Timur,Bawang Merah,39100.0,False
2025-10,Jawa Timur,Bawang Merah,34300.0,False
2025-11,Jawa Timur,Bawang Merah,40700.0,False
2025-12,Jawa Timur,Bawang Merah,45800.0,False
2026-01,Jawa Timur,Bawang Merah,40300.0,False
2026-02,Jawa Timur,Bawang Merah,37950.0,False
2026-03,Jawa Timur,Bawang Merah,40950.0,False
2026-04,Jawa Timur,Bawang Merah,41550.0,False
2026-05,Jawa Timur,Bawang Merah,41900.0,False
2026-06,Jawa Timur,Bawang Merah,51400.0,False
2026-07,Jawa Timur,Bawang Merah,38950.0,False
2020-02,Jawa Timur,Beras,10750.0,False
2020-03,Jawa Timur,Beras,10800.0,False
2020-04,Jawa Timur,Beras,10750.0,False
2020-05,Jawa Timur,Beras,11425.0,True
2020-06,Jawa Timur,Beras,12100.0,False
2020-07,Jawa Timur,Beras,10600.0,False
2020-08,Jawa Timur,Beras,10550.0,False
2020-09,Jawa Timur,Beras,10500.0,False
2020-10,Jawa Timur,Beras,10500.0,False
2020-11,Jawa Timur,Beras,10550.0,False
2020-12,Jawa Timur,Beras,10450.0,False
2021-01,Jawa Timur,Beras,10450.0,True
2021-02,Jawa Timur,Beras,10450.0,False
2021-03,Jawa Timur,Beras,10450.0,False
2021-04,Jawa Timur,Beras,10400.0,False
2021-05,Jawa Timur,Beras,10350.0,False
2021-06,Jawa Timur,Beras,10350.0,True
2021-07,Jawa Timur,Beras,10350.0,False
2021-08,Jawa Timur,Beras,10200.0,False
2021-09,Jawa Timur,Beras,10150.0,False
2021-10,Jawa Timur,Beras,10200.0,False
2021-11,Jawa Timur,Beras,10150.0,False
2021-12,Jawa Timur,Beras,10200.0,False
2022-01,Jawa Timur,Beras,10400.0,False
2022-02,Jawa Timur,Beras,11000.0,False
2022-03,Jawa Timur,Beras,10500.0,False
2022-04,Jawa Timur,Beras,10600.0,False
2022-05,Jawa Timur,Beras,10550.0,True
2022-06,Jawa Timur,Beras,10500.0,True
2022-07,Jawa Timur,Beras,10450.0,False
2022-08,Jawa Timur,Beras,10550.0,False
2022-09,Jawa Timur,Beras,10700.0,False
2022-10,Jawa Timur,Beras,11050.0,False
2022-11,Jawa Timur,Beras,11250.0,False
2022-12,Jawa Timur,Beras,11400.0,False
2023-01,Jawa Timur,Beras,11700.0,False
2023-02,Jawa Timur,Beras,12050.0,False
2023-03,Jawa Timur,Beras,12100.0,False
2023-04,Jawa Timur,Beras,12050.0,False
2023-05,Jawa Timur,Beras,12100.0,False
2023-06,Jawa Timur,Beras,12150.0,False
2023-07,Jawa Timur,Beras,12050.0,False
2023-08,Jawa Timur,Beras,12100.0,False
2023-09,Jawa Timur,Beras,12700.0,False
2023-10,Jawa Timur,Beras,13500.0,False
2023-11,Jawa Timur,Beras,13650.0,False
2023-12,Jawa Timur,Beras,13850.0,False
2024-01,Jawa Timur,Beras,13800.0,False
2024-02,Jawa Timur,Beras,14500.0,False
2024-03,Jawa Timur,Beras,15400.0,False
2024-04,Jawa Timur,Beras,14900.0,False
2024-05,Jawa Timur,Beras,14100.0,False
2024-06,Jawa Timur,Beras,13700.0,False
2024-07,Jawa Timur,Beras,13900.0,False
2024-08,Jawa Timur,Beras,13750.0,False
2024-09,Jawa Timur,Beras,13750.0,False
2024-10,Jawa Timur,Beras,13750.0,False
2024-11,Jawa Timur,Beras,13750.0,False
2024-12,Jawa Timur,Beras,13650.0,False
2025-01,Jawa Timur,Beras,13750.0,False
2025-02,Jawa Timur,Beras,13850.0,False
2025-03,Jawa Timur,Beras,13900.0,False
2025-04,Jawa Timur,Beras,13900.0,False
2025-05,Jawa Timur,Beras,13900.0,False
2025-06,Jawa Timur,Beras,14200.0,False
2025-07,Jawa Timur,Beras,14450.0,False
2025-08,Jawa Timur,Beras,14600.0,False
2025-09,Jawa Timur,Beras,14650.0,False
2025-10,Jawa Timur,Beras,14800.0,False
2025-11,Jawa Timur,Beras,14650.0,False
2025-12,Jawa Timur,Beras,14500.0,False
2026-01,Jawa Timur,Beras,14450.0,False
2026-02,Jawa Timur,Beras,14450.0,False
2026-03,Jawa Timur,Beras,14700.0,False
2026-04,Jawa Timur,Beras,14700.0,False
2026-05,Jawa Timur,Beras,14600.0,False
2026-06,Jawa Timur,Beras,14800.0,False
2026-07,Jawa Timur,Beras,14950.0,False
2020-02,Jawa Timur,Cabai Besar,68650.0,False
2020-03,Jawa Timur,Cabai Besar,39500.0,False
2020-04,Jawa Timur,Cabai Besar,22050.0,False
2020-05,Jawa Timur,Cabai Besar,19525.0,True
2020-06,Jawa Timur,Cabai Besar,17000.0,False
2020-07,Jawa Timur,Cabai Besar,17800.0,False
2020-08,Jawa Timur,Cabai Besar,22650.0,False
2020-09,Jawa Timur,Cabai Besar,16200.0,False
2020-10,Jawa Timur,Cabai Besar,26500.0,False
2020-11,Jawa Timur,Cabai Besar,32350.0,False
2020-12,Jawa Timur,Cabai Besar,40650.0,False
2021-01,Jawa Timur,Cabai Besar,40975.0,True
2021-02,Jawa Timur,Cabai Besar,41300.0,False
2021-03,Jawa Timur,Cabai Besar,38950.0,False
2021-04,Jawa Timur,Cabai Besar,46900.0,False
2021-05,Jawa Timur,Cabai Besar,35550.0,False
2021-06,Jawa Timur,Cabai Besar,27250.0,True
2021-07,Jawa Timur,Cabai Besar,18950.0,False
2021-08,Jawa Timur,Cabai Besar,17150.0,False
2021-09,Jawa Timur,Cabai Besar,13300.0,False
2021-10,Jawa Timur,Cabai Besar,19600.0,False
2021-11,Jawa Timur,Cabai Besar,18700.0,False
2021-12,Jawa Timur,Cabai Besar,34650.0,False
2022-01,Jawa Timur,Cabai Besar,22900.0,False
2022-02,Jawa Timur,Cabai Besar,19000.0,False
2022-03,Jawa Timur,Cabai Besar,38050.0,False
2022-04,Jawa Timur,Cabai Besar,50800.0,False
2022-05,Jawa Timur,Cabai Besar,54883.333333333336,True
2022-06,Jawa Timur,Cabai Besar,58966.66666666666,True
2022-07,Jawa Timur,Cabai Besar,63050.0,False
2022-08,Jawa Timur,Cabai Besar,71200.0,False
2022-09,Jawa Timur,Cabai Besar,49450.0,False
2022-10,Jawa Timur,Cabai Besar,35150.0,False
2022-11,Jawa Timur,Cabai Besar,25100.0,False
2022-12,Jawa Timur,Cabai Besar,22200.0,False
2023-01,Jawa Timur,Cabai Besar,26600.0,False
2023-02,Jawa Timur,Cabai Besar,27000.0,False
2023-03,Jawa Timur,Cabai Besar,28250.0,False
2023-04,Jawa Timur,Cabai Besar,28100.0,False
2023-05,Jawa Timur,Cabai Besar,32050.0,False
2023-06,Jawa Timur,Cabai Besar,29550.0,False
2023-07,Jawa Timur,Cabai Besar,37100.0,False
2023-08,Jawa Timur,Cabai Besar,26900.0,False
2023-09,Jawa Timur,Cabai Besar,37800.0,False
2023-10,Jawa Timur,Cabai Besar,34650.0,False
2023-11,Jawa Timur,Cabai Besar,35750.0,False
2023-12,Jawa Timur,Cabai Besar,74750.0,False
2024-01,Jawa Timur,Cabai Besar,56550.0,False
2024-02,Jawa Timur,Cabai Besar,71900.0,False
2024-03,Jawa Timur,Cabai Besar,81800.0,False
2024-04,Jawa Timur,Cabai Besar,41500.0,False
2024-05,Jawa Timur,Cabai Besar,57050.0,False
2024-06,Jawa Timur,Cabai Besar,42250.0,False
2024-07,Jawa Timur,Cabai Besar,33350.0,False
2024-08,Jawa Timur,Cabai Besar,32850.0,False
2024-09,Jawa Timur,Cabai Besar,22850.0,False
2024-10,Jawa Timur,Cabai Besar,16800.0,False
2024-11,Jawa Timur,Cabai Besar,16350.0,False
2024-12,Jawa Timur,Cabai Besar,20650.0,False
2025-01,Jawa Timur,Cabai Besar,45550.0,False
2025-02,Jawa Timur,Cabai Besar,57800.0,False
2025-03,Jawa Timur,Cabai Besar,62650.0,False
2025-04,Jawa Timur,Cabai Besar,51950.0,False
2025-05,Jawa Timur,Cabai Besar,28250.0,False
2025-06,Jawa Timur,Cabai Besar,33600.0,False
2025-07,Jawa Timur,Cabai Besar,27250.0,False
2025-08,Jawa Timur,Cabai Besar,32150.0,False
2025-09,Jawa Timur,Cabai Besar,26800.0,False
2025-10,Jawa Timur,Cabai Besar,45350.0,False
2025-11,Jawa Timur,Cabai Besar,50350.0,False
2025-12,Jawa Timur,Cabai Besar,46900.0,False
2026-01,Jawa Timur,Cabai Besar,25300.0,False
2026-02,Jawa Timur,Cabai Besar,27700.0,False
2026-03,Jawa Timur,Cabai Besar,28950.0,False
2026-04,Jawa Timur,Cabai Besar,32200.0,False
2026-05,Jawa Timur,Cabai Besar,42950.0,False
2026-06,Jawa Timur,Cabai Besar,63850.0,False
2026-07,Jawa Timur,Cabai Besar,27800.0,False
2020-02,Jawa Timur,Cabai Rawit,71150.0,False
2020-03,Jawa Timur,Cabai Rawit,24350.0,False
2020-04,Jawa Timur,Cabai Rawit,41900.0,False
2020-05,Jawa Timur,Cabai Rawit,29075.0,True
2020-06,Jawa Timur,Cabai Rawit,16250.0,False
2020-07,Jawa Timur,Cabai Rawit,16850.0,False
2020-08,Jawa Timur,Cabai Rawit,19850.0,False
2020-09,Jawa Timur,Cabai Rawit,14900.0,False
2020-10,Jawa Timur,Cabai Rawit,17800.0,False
2020-11,Jawa Timur,Cabai Rawit,18650.0,False
2020-12,Jawa Timur,Cabai Rawit,37000.0,False
2021-01,Jawa Timur,Cabai Rawit,49050.0,True
2021-02,Jawa Timur,Cabai Rawit,61100.0,False
2021-03,Jawa Timur,Cabai Rawit,90050.0,False
2021-04,Jawa Timur,Cabai Rawit,58850.0,False
2021-05,Jawa Timur,Cabai Rawit,46100.0,False
2021-06,Jawa Timur,Cabai Rawit,46450.0,True
2021-07,Jawa Timur,Cabai Rawit,46800.0,False
2021-08,Jawa Timur,Cabai Rawit,32950.0,False
2021-09,Jawa Timur,Cabai Rawit,14750.0,False
2021-10,Jawa Timur,Cabai Rawit,17450.0,False
2021-11,Jawa Timur,Cabai Rawit,16950.0,False
2021-12,Jawa Timur,Cabai Rawit,38300.0,False
2022-01,Jawa Timur,Cabai Rawit,61650.0,False
2022-02,Jawa Timur,Cabai Rawit,58325.0,True
2022-03,Jawa Timur,Cabai Rawit,55000.0,False
2022-04,Jawa Timur,Cabai Rawit,38600.0,False
2022-05,Jawa Timur,Cabai Rawit,54850.0,True
2022-06,Jawa Timur,Cabai Rawit,71100.0,True
2022-07,Jawa Timur,Cabai Rawit,87350.0,False
2022-08,Jawa Timur,Cabai Rawit,62250.0,False
2022-09,Jawa Timur,Cabai Rawit,44350.0,False
2022-10,Jawa Timur,Cabai Rawit,49700.0,False
2022-11,Jawa Timur,Cabai Rawit,24900.0,False
2022-12,Jawa Timur,Cabai Rawit,29900.0,False
2023-01,Jawa Timur,Cabai Rawit,60950.0,False
2023-02,Jawa Timur,Cabai Rawit,48550.0,False
2023-03,Jawa Timur,Cabai Rawit,58300.0,False
2023-04,Jawa Timur,Cabai Rawit,41550.0,False
2023-05,Jawa Timur,Cabai Rawit,26200.0,False
2023-06,Jawa Timur,Cabai Rawit,37500.0,False
2023-07,Jawa Timur,Cabai Rawit,27350.0,False
2023-08,Jawa Timur,Cabai Rawit,35150.0,False
2023-09,Jawa Timur,Cabai Rawit,25900.0,False
2023-10,Jawa Timur,Cabai Rawit,31700.0,False
2023-11,Jawa Timur,Cabai Rawit,65050.0,False
2023-12,Jawa Timur,Cabai Rawit,79000.0,False
2024-01,Jawa Timur,Cabai Rawit,69200.0,False
2024-02,Jawa Timur,Cabai Rawit,33150.0,False
2024-03,Jawa Timur,Cabai Rawit,53650.0,False
2024-04,Jawa Timur,Cabai Rawit,30150.0,False
2024-05,Jawa Timur,Cabai Rawit,25250.0,False
2024-06,Jawa Timur,Cabai Rawit,29100.0,False
2024-07,Jawa Timur,Cabai Rawit,33400.0,False
2024-08,Jawa Timur,Cabai Rawit,69150.0,False
2024-09,Jawa Timur,Cabai Rawit,29050.0,False
2024-10,Jawa Timur,Cabai Rawit,31450.0,False
2024-11,Jawa Timur,Cabai Rawit,28050.0,False
2024-12,Jawa Timur,Cabai Rawit,24050.0,False
2025-01,Jawa Timur,Cabai Rawit,60800.0,False
2025-02,Jawa Timur,Cabai Rawit,58050.0,False
2025-03,Jawa Timur,Cabai Rawit,110150.0,False
2025-04,Jawa Timur,Cabai Rawit,85850.0,False
2025-05,Jawa Timur,Cabai Rawit,35650.0,False
2025-06,Jawa Timur,Cabai Rawit,33000.0,False
2025-07,Jawa Timur,Cabai Rawit,63000.0,False
2025-08,Jawa Timur,Cabai Rawit,32850.0,False
2025-09,Jawa Timur,Cabai Rawit,22800.0,False
